Tweet,FINAL LABEL,Tweet_Preprocess,Tweet_New
"@aulmaulidiana penginnnya gitu, tp gabisa kuliah ku daring wkkkk",0.0,"['penginnnya', 'gitu', 'tp', 'gabisa', 'kuliah', 'ku', 'daring', 'wkkkk']",penginnnya gitu tp gabisa kuliah ku daring wkkkk
"@unmagnetism Efek kebanyakan kuliah daring nih makanya otak mereka pada nge-lag, kreatif engga jatohnya malah gblg ga sih",-1.0,"['efek', 'banyak', 'kuliah', 'daring', 'nih', 'otak', 'ngelag', 'kreatif', 'engga', 'jatohnya', 'gblg', 'ga', 'sih']",efek banyak kuliah daring nih otak ngelag kreatif engga jatohnya gblg ga sih
"Intelek apanya, kuliah aja daring, tdr2 dapet nilai A, https://t.co/7g0Q9wzeQk",-1.0,"['intelek', 'apa', 'kuliah', 'aja', 'daring', 'tdr', 'dapet', 'nilai', 'a']",intelek apa kuliah aja daring tdr dapet nilai a
"RT @pikaugm: Hi good people!

UGM sedang mengadakan survei untuk evaluasi KBM Daring loh.. Ikutin yuk surveinya supaya kami tau apa saja si…",0.0,"['hi', 'good', 'people', 'ugm', 'ada', 'survei', 'evaluasi', 'kbm', 'daring', 'loh', 'ikutin', 'yuk', 'survei', 'tau', 'si']",hi good people ugm ada survei evaluasi kbm daring loh ikutin yuk survei tau si
"Kuliah nya daring ujian nya luring, asem lahh",-1.0,"['kuliah', 'nya', 'daring', 'uji', 'nya', 'luring', 'asem', 'lahh']",kuliah nya daring uji nya luring asem lahh
"Acara ini dibuka oleh Wakil Rektor Bidang Pendidikan, Pengajaran, dan Kemahasiswaan serta menghadirkan beberapa narasumber. Kuliah Perdana berlangsung secara daring selama kurang lebih tiga jam.

#ditmawaugm #karakterugm #sp2kmugm #pmwugm",0.0,"['acara', 'buka', 'wakil', 'rektor', 'bidang', 'didik', 'ajar', 'mahasiswa', 'hadir', 'narasumber', 'kuliah', 'perdana', 'daring', 'jam']",acara buka wakil rektor bidang didik ajar mahasiswa hadir narasumber kuliah perdana daring jam
"barusan ada tetangga ke rumah nyariin bapak, berhubung orang rumah pada gak ada aku lah yg nemuin masnya, ditanyain kok di rumah? lagi sekolah daring ya? apa udah kuliah? gak tau aja si masnya gw dah wfh setahun😷😷😷",0.0,"['barusan', 'tetangga', 'rumah', 'nyariin', 'hubung', 'orang', 'rumah', 'gak', 'yg', 'nemuin', 'mas', 'ditanyain', 'rumah', 'sekolah', 'daring', 'ya', 'udah', 'kuliah', 'gak', 'tau', 'aja', 'si', 'mas', 'gw', 'dah', 'wfh', 'tahun']",barusan tetangga rumah nyariin hubung orang rumah gak yg nemuin mas ditanyain rumah sekolah daring ya udah kuliah gak tau aja si mas gw dah wfh tahun
"RT @riyadisugeng167: ""Saya mau anak muda terbaik di Indonesia bisa masuk BUMN,"" ujar @erickthohir saat menyampaikan Kuliah Umum di Universi…",0.0,"['anak', 'muda', 'baik', 'indonesia', 'masuk', 'bumn', 'kuliah', 'universi']",anak muda baik indonesia masuk bumn kuliah universi
"menurut kesehatan, kalo dingin kaya gini lebih cocok buat tidur lg daripada kuliah daring",-1.0,"['sehat', 'kalo', 'dingin', 'kaya', 'gin', 'cocok', 'tidur', 'lg', 'kuliah', 'daring']",sehat kalo dingin kaya gin cocok tidur lg kuliah daring
"Sabarr ya Allah lagi puasaa, demi apasih udah siap tinggal cus ke kampus, ehh dosennya bilang ""kita hari ini kuliah daring"" kek jreenngg mau kesel tapi yasudahlah😔",-1.0,"['sabarr', 'ya', 'allah', 'puasaa', 'apasih', 'udah', 'tinggal', 'cus', 'kampus', 'ehh', 'dosen', 'bilang', 'kuliah', 'daring', 'kek', 'jreenngg', 'kesel', 'yasudahlah']",sabarr ya allah puasaa apasih udah tinggal cus kampus ehh dosen bilang kuliah daring kek jreenngg kesel yasudahlah
"Baru sadar, pertemanan kuliah tuh kalo ga bermanfaat ga akan ditemenin. Apalagi masih daring gini -dips!",-1.0,"['sadar', 'teman', 'kuliah', 'tuh', 'kalo', 'ga', 'manfaat', 'ga', 'ditemenin', 'daring', 'gin', 'dips']",sadar teman kuliah tuh kalo ga manfaat ga ditemenin daring gin dips
@yoonjaery hi 👋🏻 hari ini ptm / daring / kuliah / kerja ni? 🤨 stay safe n healthy yaa 💐 take a bath 🛁 semangat menjalani hari nya 💪🏻 have a good monday 🌤,0.0,"['hi', 'ptm', 'daring', 'kuliah', 'kerja', 'ni', 'stay', 'safe', 'n', 'healthy', 'yaa', 'take', 'a', 'bath', 'semangat', 'jalan', 'nya', 'have', 'a', 'good', 'monday']",hi ptm daring kuliah kerja ni stay safe n healthy yaa take a bath semangat jalan nya have a good monday
RT @luvsmarkun: @hyuckecan hi 👋🏻 hari ini ptm / daring / kuliah / kerja ni? 🤨 stay safe n healthy yaa 💐 take a bath 🛁 semangat menjalani ha…,0.0,"['hi', 'ptm', 'daring', 'kuliah', 'kerja', 'ni', 'stay', 'safe', 'n', 'healthy', 'yaa', 'take', 'a', 'bath', 'semangat', 'jalan', 'ha']",hi ptm daring kuliah kerja ni stay safe n healthy yaa take a bath semangat jalan ha
"@sabarna60243294 @Dennysiregar7 Apaan,mna ada lg kuliah-sekolah-kerja daring.. Lihat aja wajah Jakarta skrg,Wan Aibon gk berani lg koar2 sukses bkin Jakarta bebas macet. 

Mau pagi,mau siang sampe malam pun Jakarta macet parah.. Apalg klo beneran ada yg demo,makin ngamuk dah pengguna jlan yg benar2 beraktivitas",0.0,"['apaanmna', 'lg', 'kuliahsekolahkerja', 'daring', 'lihat', 'aja', 'wajah', 'jakarta', 'skrgwan', 'aibon', 'gk', 'berani', 'lg', 'koar', 'sukses', 'bkin', 'jakarta', 'bebas', 'macet', 'pagimau', 'siang', 'sampe', 'malam', 'jakarta', 'macet', 'parah', 'apalg', 'klo', 'beneran', 'yg', 'demomakin', 'ngamuk', 'dah', 'guna', 'jlan', 'yg', 'aktivitas']",apaanmna lg kuliahsekolahkerja daring lihat aja wajah jakarta skrgwan aibon gk berani lg koar sukses bkin jakarta bebas macet pagimau siang sampe malam jakarta macet parah apalg klo beneran yg demomakin ngamuk dah guna jlan yg aktivitas
@jaemilkyna hi dhaa 👋🏻 hari ini ptm / daring / kuliah / kerja ni? 🤨 stay safe n healthy yaa 💐 take a bath 🛁 semangat menjalani hari nya 💪🏻 have a good monday 🌤,0.0,"['hi', 'dhaa', 'ptm', 'daring', 'kuliah', 'kerja', 'ni', 'stay', 'safe', 'n', 'healthy', 'yaa', 'take', 'a', 'bath', 'semangat', 'jalan', 'nya', 'have', 'a', 'good', 'monday']",hi dhaa ptm daring kuliah kerja ni stay safe n healthy yaa take a bath semangat jalan nya have a good monday
"sebenernya gaada, soalnya emg jarang interaksi sm org, masker juga pake dari smp (biar ga hirup debu), mungkin lebih ke kuliah daring si, asli gaenak hah hoh hah hoh https://t.co/qZ4d6KWya3",-1.0,"['sebenernya', 'gaada', 'emg', 'jarang', 'interaksi', 'sm', 'org', 'masker', 'pake', 'smp', 'biar', 'ga', 'hirup', 'debu', 'kuliah', 'daring', 'si', 'asli', 'gaenak', 'hah', 'hoh', 'hah', 'hoh']",sebenernya gaada emg jarang interaksi sm org masker pake smp biar ga hirup debu kuliah daring si asli gaenak hah hoh hah hoh
@detikcom Kebanyakan kuliah daring,1.0,"['banyak', 'kuliah', 'daring']",banyak kuliah daring
@Batax_Nasional @Dennysiregar7 Kuliah n kerja DARING BROW,1.0,"['nasional', 'kuliah', 'n', 'kerja', 'daring', 'brow']",nasional kuliah n kerja daring brow
"@collegemenfess Tugas ya untuk absensi hari ini, kuliah daring kn bisa dimana aja dan kapan aja. Tdk mengenal tanggal merah :) yah begitu lah ucapan dosen.",1.0,"['tugas', 'ya', 'absensi', 'kuliah', 'daring', 'kn', 'mana', 'aja', 'aja', 'tdk', 'kenal', 'tanggal', 'merah', 'yah', 'ucap', 'dosen']",tugas ya absensi kuliah daring kn mana aja aja tdk kenal tanggal merah yah ucap dosen
"kuliah offline boros jajan, daring boros co wae :(",-1.0,"['kuliah', 'offline', 'boros', 'jajan', 'daring', 'boros', 'co', 'wae']",kuliah offline boros jajan daring boros co wae
"@Juminten1000x 🙄 libur kok daring.. lagian kalo gak libur juga anak2 disinimah tiap ramadhan biasa kok ngaji mlmnya pindah ke abis dzuhur, trus subuhnya ada kuliah",0.0,"['libur', 'daring', 'kalo', 'gak', 'libur', 'anak', 'disinimah', 'ramadhan', 'ngaji', 'mlmnya', 'pindah', 'abis', 'dzuhur', 'trus', 'subuh', 'kuliah']",libur daring kalo gak libur anak disinimah ramadhan ngaji mlmnya pindah abis dzuhur trus subuh kuliah
"gilak ""beberapa mata kuliah daring diubah menjadi oplen"" kondisi pandemi udh membaik ceunah, buka mata coba liat baik baik",1.0,"['gilak', 'mata', 'kuliah', 'daring', 'ubah', 'oplen', 'kondisi', 'pandemi', 'udh', 'baik', 'ceunah', 'buka', 'mata', 'coba', 'liat']",gilak mata kuliah daring ubah oplen kondisi pandemi udh baik ceunah buka mata coba liat
"RT @LampungGeeh: ""Saya mau anak muda terbaik di Indonesia bisa masuk BUMN,"" ujar Erick Thohir saat menyampaikan Kuliah Umum di Universitas…",0.0,"['anak', 'muda', 'baik', 'indonesia', 'masuk', 'bumn', 'erick', 'thohir', 'kuliah', 'universitas']",anak muda baik indonesia masuk bumn erick thohir kuliah universitas
"Pgn kuliah daring, trus rencananya mw nugas sm skripsian huft https://t.co/sB6HnWZPpd",1.0,"['pgn', 'kuliah', 'daring', 'trus', 'rencana', 'mw', 'nugas', 'sm', 'skripsi', 'huft']",pgn kuliah daring trus rencana mw nugas sm skripsi huft
"Kuliah Daring ✅
Hubungan juga Daring ✅",1.0,"['kuliah', 'daring', 'hubung', 'daring']",kuliah daring hubung daring
"""Saya mau anak muda terbaik di Indonesia bisa masuk BUMN,"" ujar @erickthohir saat menyampaikan Kuliah Umum di Universitas Islam Darul `Ulum, Lamongan, Jawa Timur sebagaimana dipantau secara daring dari Jakarta, Sabtu 9 April 2022.
#ErickThohirSolusiRakyat
https://t.co/LI0ThJgxPj",0.0,"['anak', 'muda', 'baik', 'indonesia', 'masuk', 'bumn', 'kuliah', 'universitas', 'islam', 'darul', 'ulum', 'lamongan', 'jawa', 'timur', 'pantau', 'daring', 'jakarta', 'sabtu', 'april']",anak muda baik indonesia masuk bumn kuliah universitas islam darul ulum lamongan jawa timur pantau daring jakarta sabtu april
RT @dehadaud: @Irwan2yah Makin kelihatan tololnya mahasewa... pengaruh kuliah daring yak 😂🤣,-1.0,"['tolol', 'mahasewa', 'pengaruh', 'kuliah', 'daring', 'yak']",tolol mahasewa pengaruh kuliah daring yak
"Kuliah pertemuan ke 2, daring. Siang tadi. Ngantuk po https://t.co/37fF3lRAXJ",-1.0,"['kuliah', 'temu', 'daring', 'siang', 'ngantuk', 'po']",kuliah temu daring siang ngantuk po
"kuliah daring seperti mendengarkan podcast, dari jam 10-5 sore ngantuk jiwaa sekalii everybadehh",-1.0,"['kuliah', 'daring', 'dengar', 'podcast', 'jam', 'sore', 'ngantuk', 'jiwaa', 'sekali', 'everybadehh']",kuliah daring dengar podcast jam sore ngantuk jiwaa sekali everybadehh
"""Saya mau anak muda terbaik di Indonesia bisa masuk BUMN,"" ujar Erick Thohir saat menyampaikan Kuliah Umum di Universitas Islam Darul `Ulum, Lamongan, Jawa Timur sebagaimana dipantau secara daring dr Jakarta, Sabtu 9 April 2022
#ErickThohirSolusiRakyat
https://t.co/te38yu5NIC https://t.co/us6z9obM1h",0.0,"['anak', 'muda', 'baik', 'indonesia', 'masuk', 'bumn', 'erick', 'thohir', 'kuliah', 'universitas', 'islam', 'darul', 'ulum', 'lamongan', 'jawa', 'timur', 'pantau', 'daring', 'dr', 'jakarta', 'sabtu', 'april']",anak muda baik indonesia masuk bumn erick thohir kuliah universitas islam darul ulum lamongan jawa timur pantau daring dr jakarta sabtu april
"Hbis kouta,esok kuliah daring duit habis...,cuman ada kouta twiter😅",-1.0,"['hbis', 'koutaesok', 'kuliah', 'daring', 'duit', 'habiscuman', 'kouta', 'twiter']",hbis koutaesok kuliah daring duit habiscuman kouta twiter
"@jjyouromee wajar sebenernya, tapi jangan sering-sering juga, jangan sampe tiap hari. Aku bahkan pernah sampe ga tidur, but setidaknya ada satu malam yang tidur di bawah jam 9 dalam seminggu. Yang utama kalo kuliah daring, jangan jadi deadliners, yg bikin sering begadang ya itu",0.0,"['wajar', 'sebenernya', 'seringsering', 'sampe', 'sampe', 'ga', 'tidur', 'but', 'malam', 'tidur', 'jam', 'minggu', 'utama', 'kalo', 'kuliah', 'daring', 'deadliners', 'yg', 'bikin', 'begadang', 'ya']",wajar sebenernya seringsering sampe sampe ga tidur but malam tidur jam minggu utama kalo kuliah daring deadliners yg bikin begadang ya
"Sama-sama kita sudah lalui bagaimana kita kuliah di geo sampai detik ini, praktek lapang, studi lapang, kuliah tatap muka dan daring hal itu juga tak lepas dari bagaimana kta capai dari setiap metode pembelajaran.",0.0,"['samasama', 'lalu', 'kuliah', 'geo', 'detik', 'praktek', 'lapang', 'studi', 'lapang', 'kuliah', 'tatap', 'muka', 'daring', 'lepas', 'kta', 'capai', 'metode', 'ajar']",samasama lalu kuliah geo detik praktek lapang studi lapang kuliah tatap muka daring lepas kta capai metode ajar
"@KING__VADUKA Ini mah mahasiswa yang udah kebanyakan kuliah daring makanya pas bisa kumpul-kumpul jadi barbar. Mahasiswa zaman sekarang kurang literasi terkait aksi yang dilakukannya. Kebanyakan malah ditunggangin sama kelompok kadal.
https://t.co/dRq4yaLYmZ",-1.0,"['vaduka', 'mah', 'mahasiswa', 'udah', 'banyak', 'kuliah', 'daring', 'pas', 'kumpulkumpul', 'barbar', 'mahasiswa', 'zaman', 'literasi', 'kait', 'aksi', 'laku', 'banyak', 'ditunggangin', 'kelompok', 'kadal']",vaduka mah mahasiswa udah banyak kuliah daring pas kumpulkumpul barbar mahasiswa zaman literasi kait aksi laku banyak ditunggangin kelompok kadal
@collegemenfess tepatnya setelah kuliah daring kalo aku. soalnya dulu pas masih tatap muka biasa aja.,0.0,"['tepat', 'kuliah', 'daring', 'kalo', 'pas', 'tatap', 'muka', 'aja']",tepat kuliah daring kalo pas tatap muka aja
"RT @DarmawatiDe: @YustinaRahayu3 @ediasmawan kelamaan kuliah daring sambil tidur , wawasan ambyarr 🫣

#SayaBersamaJokowi 
#SayaBersamaJokow…",-1.0,"['kuliah', 'daring', 'tidur', 'wawas', 'ambyarr', '']",kuliah daring tidur wawas ambyarr
"RT @OkiWaseng: @biusmalam @Helmi_Felis @jokowi Aktivis 2022 generasi tiktok &amp; game online, kuliah ajah daring. Gampang diperalat, gampang d…",-1.0,"['felis', 'aktivis', 'generasi', 'tiktok', 'amp', 'game', 'online', 'kuliah', 'ajah', 'daring', 'gampang', 'alat', 'gampang', 'd']",felis aktivis generasi tiktok amp game online kuliah ajah daring gampang alat gampang d
"@YustinaRahayu3 @ediasmawan kelamaan kuliah daring sambil tidur , wawasan ambyarr 🫣

#SayaBersamaJokowi 
#SayaBersamaJokowi 
#SayaBersamaJokowi 
#SayaBersamaJokowi 
#SayaBersamaJokowi 

#SayaPercayaJokowi 
#SayaPercayaJokowi",-1.0,"['kuliah', 'daring', 'tidur', 'wawas', 'ambyarr']",kuliah daring tidur wawas ambyarr
"@biusmalam @Helmi_Felis @jokowi Aktivis 2022 generasi tiktok &amp; game online, kuliah ajah daring. Gampang diperalat, gampang diprovokasi, idealisme semu, wawasan minim, anarkis, demo sesuai pesanan, apa yg mau diharapkan?sejarah apa yg akan terukir?😅",-1.0,"['felis', 'aktivis', 'generasi', 'tiktok', 'amp', 'game', 'online', 'kuliah', 'ajah', 'daring', 'gampang', 'alat', 'gampang', 'provokasi', 'idealisme', 'semu', 'wawas', 'minim', 'anarkis', 'demo', 'sesuai', 'pesan', 'yg', 'diharapkansejarah', 'yg', 'ukir']",felis aktivis generasi tiktok amp game online kuliah ajah daring gampang alat gampang provokasi idealisme semu wawas minim anarkis demo sesuai pesan yg diharapkansejarah yg ukir
"Nah, jika mereka belum dapat, kuylah! Daftarkan. Bagi yang sudah, cek deh sudah terbantu belum? Udah dapat kan bantuan ini? Mahasiswa juga pernah dapat kuota internet gratis saat kuliah daring.
#AspirasiTanpaProvokasi https://t.co/S1uEDEqYpL",0.0,"['kuylah', 'daftar', 'cek', 'deh', 'bantu', 'udah', 'bantu', 'mahasiswa', 'kuota', 'internet', 'gratis', 'kuliah', 'daring']",kuylah daftar cek deh bantu udah bantu mahasiswa kuota internet gratis kuliah daring
"@schfess Sama kok nder w masih jadi kupu kupi, alias abis kuliah ya kerumahwkwkwkwk soalnya daring",1.0,"['nder', 'w', 'kupu', 'kupi', 'alias', 'abis', 'kuliah', 'ya', 'kerumahwkwkwkwk', 'daring']",nder w kupu kupi alias abis kuliah ya kerumahwkwkwkwk daring
"@sbmptnfess Kuliah dirumah, masih online/daring",1.0,"['kuliah', 'rumah', 'onlinedaring']",kuliah rumah onlinedaring
"@chocoboxmilk Mungkin efek kuliah daring, baru ketemu lagi di semester 6 makanya pada semangat buat bukber😄",1.0,"['efek', 'kuliah', 'daring', 'ketemu', 'semester', 'semangat', 'bukber']",efek kuliah daring ketemu semester semangat bukber
"Sch! Kalian yg udah kuliah terus udah sempro bab 1 2 3. Semengerikan itu gak sempro tuh? Aku takut bgt rasanya ga percaya diri walau lewat daring juga:""",0.0,"['sch', 'yg', 'udah', 'kuliah', 'udah', 'sempro', 'bab', 'keri', 'gak', 'sempro', 'tuh', 'takut', 'bgt', 'ga', 'percaya', 'daring']",sch yg udah kuliah udah sempro bab keri gak sempro tuh takut bgt ga percaya daring
"@collegemenfess kuliah masi daring, gada bukber2an sad bgt dahal dah smt akhir 🥲",-1.0,"['kuliah', 'mas', 'daring', 'gada', 'bukberan', 'sad', 'bgt', 'dahal', 'dah', 'smt']",kuliah mas daring gada bukberan sad bgt dahal dah smt
"@collegemenfess Nanti kalo ternyata hal itu terjadi beneran, mungkin sebabnya bukan cuma karna ‘kurang dapet ilmu’ pas kuliah daring, selain itu mungkin jg karna emg mahasiswanya males belajar, gak gunain fasilitas semaksimal mungkin dan larut dalam kenyamanan kuliah daring (kayak aku) 😩🙏🏻",-1.0,"['kalo', 'beneran', 'karna', '', 'dapet', 'ilmu', '', 'pas', 'kuliah', 'daring', 'jg', 'karna', 'emg', 'mahasiswa', 'males', 'ajar', 'gak', 'gunain', 'fasilitas', 'maksimal', 'larut', 'nyaman', 'kuliah', 'daring', 'kayak']",kalo beneran karna dapet ilmu pas kuliah daring jg karna emg mahasiswa males ajar gak gunain fasilitas maksimal larut nyaman kuliah daring kayak
"RT @collegemenfess: [cm] ayah. masuk ugd, operasi, sampe kelar opname ga pernah skip ngajar walau daring wkwk kalian jangan males kuliah ya…",1.0,"['cm', 'ayah', 'masuk', 'ugd', 'operasi', 'sampe', 'kelar', 'opname', 'ga', 'skip', 'ngajar', 'daring', 'wkwk', 'males', 'kuliah', 'ya']",cm ayah masuk ugd operasi sampe kelar opname ga skip ngajar daring wkwk males kuliah ya
Nantikan kuliah daring menggunakan metaverse .... https://t.co/n9S87YQbLj,1.0,"['nanti', 'kuliah', 'daring', 'metaverse']",nanti kuliah daring metaverse
"@Tersakiti_5758 mahasewa masa pandemi, kuliah daring sambil tidur 🤫",-1.0,"['mahasewa', 'pandemi', 'kuliah', 'daring', 'tidur']",mahasewa pandemi kuliah daring tidur
Efek 2 thn kuliah daring jd otak nya masih tertidur.. butuh asupan dana itu para Mahasewa https://t.co/v0IsUPpEYG,-1.0,"['efek', 'thn', 'kuliah', 'daring', 'jd', 'otak', 'nya', 'tidur', 'butuh', 'asupan', 'dana', 'mahasewa']",efek thn kuliah daring jd otak nya tidur butuh asupan dana mahasewa
"@fiipcyeol Kuliah dmn fi? 
Masih daring apa dah oflen?",0.0,"['kuliah', 'dmn', 'fi', 'daring', 'dah', 'oflen']",kuliah dmn fi daring dah oflen
"@convomf kuliah daring, lanjut konten nct semalem",0.0,"['kuliah', 'daring', 'konten', 'nct', 'semalem']",kuliah daring konten nct semalem
"Halo, Sobat Dikom! 😉

Nggak kerasa ya, udah dua tahun kita kuliah daring. 

Tapi tapi tapi, siapa nih yang udah ga sabar kuliah luring? 🤔🤔🤔",0.0,"['halo', 'sobat', 'kom', 'nggak', 'rasa', 'ya', 'udah', 'kuliah', 'daring', 'nih', 'udah', 'ga', 'sabar', 'kuliah', 'luring']",halo sobat kom nggak rasa ya udah kuliah daring nih udah ga sabar kuliah luring
@reignchaos_ Oh untung senin saya sbg mahasiswa yg masih melakukan kuliah daring santai2 saja,1.0,"['oh', 'untung', 'senin', 'sbg', 'mahasiswa', 'yg', 'kuliah', 'daring', 'santai']",oh untung senin sbg mahasiswa yg kuliah daring santai
"Pagi moots! Yg kuliah offline atau daring, yg kerja, yg lg persiapan buat ujian atau utbk semangat yaaa!! Pokoknya semuanya harus pada semangat! Jaga kesehatan juga!^^
Bye twt aku tinggal kerja dulu~",0.0,"['pagi', 'moots', 'yg', 'kuliah', 'offline', 'daring', 'yg', 'kerja', 'yg', 'lg', 'siap', 'uji', 'utbk', 'semangat', 'yaaa', 'pokok', 'semangat', 'jaga', 'sehat', 'bye', 'twt', 'tinggal', 'kerja']",pagi moots yg kuliah offline daring yg kerja yg lg siap uji utbk semangat yaaa pokok semangat jaga sehat bye twt tinggal kerja
Yes. Hari ini kuliah daring 🤩🤩,1.0,"['yes', 'kuliah', 'daring']",yes kuliah daring
"@collegemenfess semester ini, 4. bkan males si lebih ke bosen bgt cuma kuliah daring huehueheueheu",-1.0,"['semester', 'bkan', 'males', 'si', 'bosen', 'bgt', 'kuliah', 'daring', 'huehueheueheu']",semester bkan males si bosen bgt kuliah daring huehueheueheu
"@collegemenfess Sejak kuliah daring, semua jadi ga efektif. Meskipun sekarang udah luring tetep aja jenuh karna ada 2 sistem kuliah yg ga pasti.  Mulai males²an eh sekarang udah semester 6 aja",-1.0,"['kuliah', 'daring', 'ga', 'efektif', 'udah', 'luring', 'tetep', 'aja', 'jenuh', 'karna', 'sistem', 'kuliah', 'yg', 'ga', 'males an', 'eh', 'udah', 'semester', 'aja']",kuliah daring ga efektif udah luring tetep aja jenuh karna sistem kuliah yg ga males an eh udah semester aja
"Besok kuliah pagiii, tolong diingatkan kalau daring aku suka bablas :(((",-1.0,"['besok', 'kuliah', 'pagiii', 'tolong', 'daring', 'suka', 'bablas']",besok kuliah pagiii tolong daring suka bablas
@galcit Kuliah luring ujian daring.,0.0,"['kuliah', 'luring', 'uji', 'daring']",kuliah luring uji daring
"@collegemenfess nder gue part time, tp ga bisa buat bayar kuliah nder.. tp setidaknya ada duit sendiri kemana², saran, klo emng mau part time buat bayar ukt, gpp coba aja nyari info. enak lg pas kuliahnya daring si. tp ya gitu .. capek",1.0,"['nder', 'gue', 'part', 'time', 'tp', 'ga', 'bayar', 'kuliah', 'nder', 'tp', 'duit', 'mana', 'saran', 'klo', 'emng', 'part', 'time', 'bayar', 'ukt', 'gpp', 'coba', 'aja', 'nyari', 'info', 'enak', 'lg', 'pas', 'kuliah', 'daring', 'si', 'tp', 'ya', 'gitu', 'capek']",nder gue part time tp ga bayar kuliah nder tp duit mana saran klo emng part time bayar ukt gpp coba aja nyari info enak lg pas kuliah daring si tp ya gitu capek
"Ramadhan Day 6

Lg drop total, untung kuliah daring",1.0,"['ramadhan', 'day', 'lg', 'drop', 'total', 'untung', 'kuliah', 'daring']",ramadhan day lg drop total untung kuliah daring
"""Ini keseharian rumah tangga baru ku bersama marin-chan sambil kuliah daring di itb! "" https://t.co/76YNqwMfkJ",0.0,"['hari', 'rumah', 'tangga', 'ku', 'marinchan', 'kuliah', 'daring', 'itb']",hari rumah tangga ku marinchan kuliah daring itb
"tetangga sebelah lagi kuliah S2, dan karena masih daring dia ikut kelas dari rumah. siang ini banyak anak kecil main di depan rumahnya, jadi ramai. terus anaknya yg usia tiga tahun bilang gini ke anak-anak yg lagi main: temen-temen, jangan berisik ya, ayahku lagi kuliahhh.",0.0,"['tetangga', 'belah', 'kuliah', 's', 'daring', 'kelas', 'rumah', 'siang', 'anak', 'main', 'rumah', 'ramai', 'anak', 'yg', 'usia', 'bilang', 'gin', 'anakanak', 'yg', 'main', 'tementemen', 'berisik', 'ya', 'ayah', 'kuliahhh']",tetangga belah kuliah s daring kelas rumah siang anak main rumah ramai anak yg usia bilang gin anakanak yg main tementemen berisik ya ayah kuliahhh
RT @baeeerona: Bisa bisanya lg kuliah daring minta jatah. https://t.co/Qm8EsfwrIf,-1.0,"['bisa', 'lg', 'kuliah', 'daring', 'jatah']",bisa lg kuliah daring jatah
Saat kuliah daring td dua mahasiswaku terlihat mengikuti sambil berkendara motor. Setelah kelihatan berhenti kutanya sebabnya. Ternyata di rmhnya sinyal jelek. Dia cari sinyal bagus sampai di perpustakaan daerah. Saluut 🙏 1https://t.co/5Y8L5Dnd65,1.0,"['kuliah', 'daring', 'td', 'mahasiswa', 'ikut', 'kendara', 'motor', 'henti', 'kuta', 'rmhnya', 'sinyal', 'jelek', 'cari', 'sinyal', 'bagus', 'pustaka', 'daerah', 'saluut']",kuliah daring td mahasiswa ikut kendara motor henti kuta rmhnya sinyal jelek cari sinyal bagus pustaka daerah saluut
"FISIP laksanakan kuliah secara daring selama Ramadan. Di sisi lain, beberapa fakultas di Unmul masih adakan perkuliahan secara tatap muka.

Selengkapnya, https://t.co/TeBud16kQM

LPM Sketsa Unmul⁣
Semangat Berbagi dan Menginspirasi

#BeritaKampus #SketsaUnmul",0.0,"['fisip', 'laksana', 'kuliah', 'daring', 'ramadan', 'sisi', 'fakultas', 'unmul', 'adakan', 'kuliah', 'tatap', 'muka', 'lengkap', 'lpm', 'sketsa', 'unmul', 'semangat', 'bagi', 'inspirasi']",fisip laksana kuliah daring ramadan sisi fakultas unmul adakan kuliah tatap muka lengkap lpm sketsa unmul semangat bagi inspirasi
"@OposisiCerdas Na ini bagus biar didengar Presiden. Alokasi APBN untuk pendidikan konon 20% dari APBN, tapi UKT (di PTN) ampun dah! Banyak yg hampir 5 semester kuliah daring, UKT tetep aja …. 😎😎",-1.0,"['na', 'bagus', 'biar', 'dengar', 'presiden', 'alokasi', 'apbn', 'didik', 'konon', 'apbn', 'ukt', 'ptn', 'ampun', 'dah', 'yg', 'semester', 'kuliah', 'daring', 'ukt', 'tetep', 'aja', '']",na bagus biar dengar presiden alokasi apbn didik konon apbn ukt ptn ampun dah yg semester kuliah daring ukt tetep aja
Besok kuliah daring 🥳🥳🥳,1.0,"['besok', 'kuliah', 'daring']",besok kuliah daring
Gue dapet hal yg lawak hari ini. Seminggu ada dosen gue bikin voting di gc tentang siapa aja yg mau kuliah daring/luring yg akan diberlakukan tgl 18. Hasilnya jelas banyakan yg mau daring. dan taraaa... pagi ini muncul SK kalo kuliah tsb tgl 18 mau luring. WHAT'S THE POINT?,1.0,"['gue', 'dapet', 'yg', 'lawak', 'minggu', 'dosen', 'gue', 'bikin', 'voting', 'gc', 'aja', 'yg', 'kuliah', 'daringluring', 'yg', 'laku', 'tgl', 'hasil', 'banyak', 'yg', 'daring', 'taraaa', 'pagi', 'muncul', 'sk', 'kalo', 'kuliah', 'tsb', 'tgl', 'luring', 'whats', 'the', 'point']",gue dapet yg lawak minggu dosen gue bikin voting gc aja yg kuliah daringluring yg laku tgl hasil banyak yg daring taraaa pagi muncul sk kalo kuliah tsb tgl luring whats the point
"Anak kelasku adalah sebaik baiknya peniru dosen saat kuliah daring. Kalau dosen offcam, kita kita juga ngikut dong",1.0,"['anak', 'kelas', 'baik', 'tiru', 'dosen', 'kuliah', 'daring', 'dosen', 'offcam', 'ngikut']",anak kelas baik tiru dosen kuliah daring dosen offcam ngikut
